一	二三左旦丁刁下上于士干不天王且丘本甘石百
呀	讶芽蚜穿牙邪雅鸦撑吁辱叮喂褥呵啄哑才
吱	妓技枝肢支鼓味咕歧求取哮嗜嘲吐喧口品娶最
含	今念令贪伐伶吟何俊捻铃仓筏冷伏代玲俯倚
吟	黔呛伶琴吃捻铃冷哈玲喻今
听	折析近所祈斩斯匠芹新斧掀嘶斤欣浙逝晰
囱	窗总因咽姻恩茵恼脑男肴傻葱
困	果捆棵困田裸木因回四囚围林栗尊森裹
囤	屯钝思趋盹纯腮吨匈困因回囚四田汹胸顿虑
坊	妨仿肪防房芳纺旁访淤游方游漩簇
坑	吭抗杭炕肮航坊返几般逢坛壕坏壤处蓬篷
址	扯企趾啃武止肯歧历岁遣步正垃怔涉赋逃症
均	钧匀志地勾勺灼冰钓芍址坏坷坪次的垢城冻准
坎	玖吹炊钦欢久疚次砍亩歌欣欲软款歉灸欺饮歇欧欠葵
圾	吸级及坡壳反扳板返各冬阁坎叛坑洛降格烙胳
坐	座挫雁锉难堆唯售崔推淮椎焦进集催锥摊滩瘫
坏	坪杯不示否坷平奈宗杯埂灭碳炭祟票祭禁御
壮	妆状庄墙将寝蒋姚王叫班址杜汪灶肚吐兆收旺枉北
夹	侠峡挟荚颊狭陕坐巫来疾卒疙座挫痊伞莱雁嫉锉
妆	壮状将墙庄寝姚蒋褥叫奸姊收兆北陋遣虫
妒	作昨炸乍户妨奶妖肩怎窄诈偏泪遍编邀篇
妨	坊仿肪防纺房芳旁访淤游方游漩簇
妙	吵抄沙炒钞砂纱少劣省炸渺妖妒如女奸
妖	娇沃夭笑妒添吞奏姓侨舔桥矫揍凑媳轿骄契乔
妓	吱技枝肢支妹姑歧鼓姥求取娶奸如婉嫁婶女奸最
妥	月女安采奸朋妻委妄争姜冗舀受肚溪馁
孝	字酵丈哮李存教季考学子好仔孕籽猛
完	宗元寇宣院三富二崇玩仁棕
宋	守未朱十妹味昧宇字栽案木株呆床安采穴森林
宏	太汰丈叉雄篡老者杖协仗宋安守穴寄十
局	巨拒炬凹凸加矩咖协架茄荔区渠距辟熙
屁	庇昆批比能尼呢尸花皂它化
尿	汇尸水取屈居尼屎屏泵泉屑展泰匹尾汞屋屠聚届匣沐冲叔
尾	耗撬毛毡毯牛毫刀扎解
岔	忿盆贫分芬吩扮份粉氛刀初叨纷券招沼昭切赖
巫	诬雁灵夹坐来丙卒蒙柄侠峡座挟挫准病荚伞莱锉齿
希	布怖布稀席肴巾常蒂币满滞
序	抒野予舒预豫多令墅侈爹矛移茅廊夕了伶
庇	屁昆批比能尸死花皂尼它化
床	栽梁乐厢戈药木烁戒宋呆采台专桨森林
廷	挺庭延艇蜓又任建呈浩造涎
弄	王珊班斑全汪玖旺枉玫玷理琳瑰
弟	剃涕梯第降引邢邦那防阱阻
彤	杉衫彩形彪彭彰影丹肪彬疹珍趁递谚射颜膨旁产
形	杉衫彭彤彩彰彪影邢刑澎膨珍彬疹薇
役	投股段殷般壳毁殿谷杀设毅殴疫后复彼
忘	亡妄盲忙芒氓茫荒玄民氏她志忠芯思恕恳丐慌
忌	己已怨息改危卷想范凹扼犯屈尼圈届纪桅倦脆
志	地应土均心忠吉芯思忘忍忌寺急怎恕恭恩息患闷惠感志
忍	监惠认慰式愚蓝篮代滥忌志忠芯思急怎感
忱	沈枕耽怖滞目巾惧相帽惯愤吊布冒买
快	决筷缺诀也弛她池地他柒心怯怕忙恨悄愧拖恢
戒	度庶席广械廉蔗戈渡遮镀床台弃
我	俄鹅义蛾仪牛饿找蚁牢牡件议失生毛抬
抄	沙妙吵炒钞砂拌捎纱少劣省炸渺找拍托扣扑扒扎挡撇手
抗	坑吭杭炕肮航扑投掠掖拥返几般逢搞摔擅攘搬处蓬篷
抖	扑斗科料魁拄拉蚪掉斜挤斟扯摘抗掠接摔
技	妓吱枝肢支歧鼓按丰捷撮求取拷控抖找抹扣扑扎挖拧手
扶	撵夫芙推替麸挫捧失拳拖拾拴抚窥找扣拌扑扒扎规抡
扭	羞钮丑纽扔抒挽拯揉换挺找拄扣扑打挂扎推疆挪手
把	吧肥耙巴邑芭疤笆捣爬靶爸捏扎色捍
扼	桅脆跪危倦诡已己配范圈掘搓忌卷范
找	抬挨拔捕搪拭掺撼扩我手戈扣伐扑俄扎
批	庇屁昆比能指揩砌化皂尼它
扳	叛板返贩洛降格烙胳略逢客疼
抒	序野舒予预豫多侈墅扭移矛爹扔挽投捻夕了茅
扯	址企趾啃武止肯歧历扑岁步正抖扛拉拄怔涉挤赋逃症
折	掀听析近所祈斩斯浙逝匠芹新斧撕斤
扮	吩份粉纷芬拐氛分岔忿招盆刀贫寡扬初叨盼砌券召剪
投	股役段殷般壳毁殿谷疫杀设殴毅没拨扳搬
抓	爬扒爪折拍托捷扳拆括捣掀插捶徐从搜播抑揪摊
抑	仰迎昂柳唧铆抵节卿御聊脚鲫捌印
改	己已枚收放牧玫故败启敞敢散敬敌数矢忌矣疾
攻	功工政汞巧项贡肛扛江收枚玫致叙敢数
旱	竿捍悍杆焊旦干杆肝汗奸秆罕赶旺轩橄是岸查但坦刊袒敢
更	便埂梗硬鞭由因抽油宙姻咽恩茵笛袖
束	速秉赖乘喇漱嫩嗽辣木中秃利枕懒癞
李	季籽字子好仔孝存孕学锰朵孟闲享厚林俘浮猛
杏	和木口杰吉台品森林枯程李吝吞否呆君告尚名召问
材	林才彬森村柏财栋槐闭豺淋板析株
村	肘林付寸寺守封射尉对森材栋辱专尊
杜	桂台木堡林枉柱椎土灶肚朴吐森涂
杖	仗丈枝枯末栖老者孝考林沫抹植酵宏茉
杉	彩衫彤形彭彪彰影彬疹珍楷穆材柏射槐才
杆	橄肝汗奸杆干旱竿杯枉轩罕本朽柄敢捍悍焊秆刊岸
步	涉止扯址肯企遣正武歧逃啃岁怔症趾遗
每	侮毒拇姆海悔梅晦母霉诲敏佃繁育个偶偎儡
求	救球支技妓吱枝肢甫术取圃歧述浦捕库哺脯娶
汞	工贡攻功江巧肛扛项筑红缸虹鸿
沙	抄妙吵炒钞砂消纱渺淡少淌劣省
沈	忱枕耽冲油津满湘目巾沸渊滞溃渺
沉	淫滔浮深净唬浑溪混滑号况洞息涡媳熄沮洗虎臭
沛	肺汁浦沽脖渤湖潮荸凄嗦甫
汪	枉旺王全狂涯汗污润弄皇闰班斑玖河江玫玷珊理瑰
决	快沐沫缺诀淋波筷渣漆湘冲汰沃污池汁嗓
沐	淋决沫渣漆湘水波污池林嗓木冲休汁漱柒梁森
汰	太宏淆雄叉篡沐冲沃决法汁淹滞潦水
冲	油津沈沸渊水中沐仲汁引川
没	投股浸段殷般壳殿疫役毁谷杀设殴又侵泼毅候涎淀夜
汽	洽沦何丁荷行海贮沧偷河打叮钉例气氨氧氮
沃	添妖夭笑泊凑吞奏澳活派舔侨娇桥矫
灶	社烧火墨土杜肚吐结炎灼牡炒炊炬炸烘祷尖少
灼	约钓芍的哟豹酌勾勺炮匀灶均钧火炎
灾	巢巡奸恼脑腊猎茎蜡
灸	久煞炊伙疚飞坎吹钦欠登发凳之玖次砍亩歌
牢	牛件湃宅牡犁看写我生失毛牧牲牵审物拜特
牡	特牛牧牲物件拜牢看牺湃我生失毛
狂	逛汪枉旺狸狗犯狠犹斑王全皇
玖	坎王吹玫炊次砍钦歌欢班斑欣玷珊玻亩理琢款欺瑰久弄
甫	圃浦捕哺脯补铺蒲博傅搏膊辅葡缚
男	另胁力肋劣勇因努茄荔劫助咖协幼加
甸	虑心肤田旬句勾勺卢匈匀佃苗思腮惯冀
皂	昆比庇屁白批能泉尼它皇匕化魄
盯	目打叮钉盹眼睡丁盼订眠睹了眨贮睬睛瞄
矣	疾挨埃唉矢枚敏蜘厂改知玫牧收致故救启敞敢散敬敌
私	禾和秋委香番科租秘稍稚秤秧秩秒栈稽穗利秃季黍
秀	透扔奶仍诱季乃委香孕番禾移秃私利和秒秋秘秩程稻秽
秃	利禾秧委香番季莉痢秉私和秋俐秀黍乘科秒租秘稍税稀稚
究	空突帘窄窗夷九姨胰仇穿窒穷窘轨
系	丝累紊素索絮紫系哟细紧繁罗蕴纠约纪系纱纹纯纽纳
罕	肝旱竿干杆汗奸轩橄岸刊捍悍焊杆敢
肖	尚削俏消捎悄峭屑宵哨梢堂棠敞掌当销常稍硝党
肝	杆汗奸干罕旱竿轩橄且同肛胚敢捍悍焊杆刊岸
肘	村付膊寸寺守封射尉对将采耐博傅搏辱专尊
肛	江扛缸红虹工筑汞攻功鸿巧贡项隐稳
肚	周角月塑朋周土台灶杜吐台
育	朗母流梳澈撤琉硫帜职每有胃舟朋拇姆疏彻织辙识
良	食浪娘狼琅养痒餐恨退根痕银宴
芒	荒茫亡忙忘妄荠蓄慌芳盲
芋	宇某于迂污吁甘媒煤芽苛华五途
芍	芯葡灼钓苟的约勾勺苞菊豹酌卜叶蕊匀
见	觅规现视砚窥觉能搅观比
角	触嘴肚周勇涣换唤焕台痪负丑周解塑
言	这信唁计三答二石订记讨讯诀许讼注诅诈
谷	俗容浴裕保钠锥钥蓉却欲铅铃溶熔榕
豆	岂痘逗合登丰同石哎短壹喜哄碰碘磁
贝	则财败贴贼贿贱贩贮赔账赌赚赠员贬赂赊赐购赎
赤	赫赦吓亦斗小到奕倒划前迹
走	赴起越赵超赶趟趣趁趋陡徒足垃卦进迄坊坑址定夜卒玷是
足	趴距跟践踏踩趾跋跑跌跺踱蹂蹈蹦
身	躬躲躺躯穷臼儿舀焰滔凿与姊陷舅鼠稻桩
车	轰轧轨轩软轴较辅辐辑
辛	辨办辣辫瓣辩宰锌辜辟滓辞僻避薛立
辰	唇振晨震三韭甚农污夸巧堪二浓脓
迂	污吁途于芋宇上五逐除这逗逼卡言某柴
迅	汛讯通卜筑迂返迫述送逆迷退回连速进逮逢逸斗
迄	屹吃疙乞夜途逾乙挖液掖腋进旋跪蹂你仔函卒
巡	恼脑腊灾猎巢蜡妄奸亡玄茎
邑	吧芭疤笆巴把肥爸耙爬唱靶色沪
邢	邓郑邦那邪郎郁部邮刑郊郭都鄙
邪	牙雅鸦呀芽穿蚜邢讶邦那郁郎郑
邦	梆绑丰那邢郎郁都邮郑椰邪郊部郭
那	挪娜哪邦邻邢郎郁郑邪郊部郭都邮
里	黑埋哩里墨狸理量童嘿野畦重撞鲤钟
防	妨坊肪仿芳房纺旁访淤游方游
阱	隘并拼队阻限陌耕陈并井屏防阿阵陡陕隅饼
并	普碰共并井供并哄屏拼拱洪恭烘基异
乖	千忠妻卑乘吏朱舌宙患燕事垂盾重使刮恬括段活株刊
乳	孔吼脆了岳孤孩孙弱乱桅危仙扎预儿股侯溺逊
事	拂沸佛串斗喇费妻患介梦吏宙前划刊涮袖川
些	三柴紫二仁言票贰疟嘴奈宗岸底完夸祟祭禁御严式
亚	恶哑串片工要栗患介粟栗腰迁融而虫正斤止版汞肛兆
享	烹游淳京亭亮厚高豪子郭敦毫荸膏孽俘哼浮游谆醇
京	享亭亮高烹豪景膏掠凉晾毫占逞吵咪哨鲸
依	袋裁衣装裂制仿袭仆裳位住迎
侍	恃持时特待等夺诗傅传寺付封对咐府符
佳	娃挂桂畦侥卦蛙鞋挂褂闺封涯崖
使	吏仗什估史午仲值做妻伞便侠佛佃伸伙伐伊伏休
供	哄拱洪烘仆共异并港恭基寒塞寨暴
例	咧列倒俐侧殃歹尸毙死殉残捌涮喇测何殊侈汽
来	莱坐夹巫枚椎卒侠峡座挟挫栓荚伞雁黍稚漆膝
并	拼并井屏阱耕供饼借沟构
侈	移多爹令麦伶铭舞杰夕宛铃外名梦
佩	筛狮师俩跺枫飒肌毅咒冗讽飘饥凯股布投段殷般壳殿躲
仑	伦盒抡沦合偏拿愈会盏尽瘟册皿偷仁命盆盖篇卢蓝篮温
兔	免冤勉逸娩挽冕晚挽臭竟嗅境镜搀
儿	身躬臼躲穷躺息舀躯先兄虎沉臭焰媳滔熄
两	俩辆雨巾师佩筛霍吊布雪狮漏际
具	俱其直且值期棋植二箕姐宜沮冠欺
其	期棋箕旗簸具甚甘俱堪二某柑勘斟钳广
典	碘菜罕散共前探深蒙撒金月脱煎荤喷坟愤箭蒙
函	涵乙乞疙迄吃屹挖水山弓门夷色斗出永目凶丑屯巴支久夕子
刻	剧咳核孩制利剩剑剂该骇亥刺刮判删刹削剖刑划
券	卷招半拳分眷圈刀初倦叨忿岔沼判叛昭绍切
刷	涮刺制削则别删划刚划到刮刹剃判利刨列刑剖副刊剩刘
刺	制削刷棘枣利删划刹则判刚刑刊剩剂
到	至倒致列划室屋刑副刊划握窒
刮	舌甜剖割舔创恬括活制别利刨克划副刊剩
制	刺削刷删利划剩刻刮判刹剃克则刑剔刚刊剂向奥
卒	悴率碎粹伞醉从什翠午进褒夜来坐夹巫迄途遥
协	荔勒胁肋力男另劫助勃动幼咖办勇茄劣
卓	悼掉罩绰早桌草章昧退樟斗暑腿障潭褪
卑	啤脾碑千牌朱舌勿笑
卦	挂褂封佳娃挂桂畦赴涯崖闺垃蛙鞋坑走洼
卷	圈倦券半拳眷危已己判纪犯
卸	御丘即却印岳乓乒仰脚蚯迎抑柳唧铆孵兵命昂节
取	耳耻耿聂趣耽茸娶最撮聪职支揖聘联聊丛闻
叔	淑椒寂督迷乌鸟取冰呜坞鸣水尿冲沐汁鸠
受	爱朋崩授棚骨硼鹏滑觅月乱腺
味	妹昧未咕吱宋哮朱嗜嘲呆守咪吐吁株朱喧口品
呵	坷河何阿奇苛叮啊可倚崎椅畸寄荷
咖	另茄加胁肋力品男嘉助劫幼勋协勇架劣荔
咕	姑沽估枯古固居苦味吱胡湖葫做糊
呻	坤伸神绅申畅娄搂啸楼由甲屡篓吊
咒	殴冗器哭单嚣几肌设凯跺朵疫严疯佩股吭投段殷般饥壳枫
咆	抱泡炮胞袍跑苞饱包雹刨句
呼	乎窃蟋悉咪叭释米咱听啤呜鸣呈
咐	附府符付侍树傅传寸喉吟恃持俯时砖蹲等夺厨
和	程禾私秋委香番科租秘稍稚杏秧秤秩税秒利稠季秃黍
呢	屁尼能批昆庇比匕尸
周	肚吉周同碉稠绸告售结膨雕
命	合拿盒仑登会砸仁俭答哈却恰拾洽凳合签仰捌脚僵捡检
固	个古咕姑居沽估枯苦胡湖葫做糊
垃	培境拉泣位立粒倍接焙暗音菩陪亿撞樟忆钟
坷	呵河何阿奇苛可倚崎椅畸寄荷啊
坪	秤坏评平萍不坷杯埂否示均址垢堵坝土
坡	玻披波被疲彼破跛皱皮菠板颇圾格簸
坦	场堤但袒昼查旦塌书悍捍杆焊汤坛旺旱
坤	呻伸神绅申畅娄搂楼由甲屡卖篓埂
夜	迄掖液腋候健又侵假寝没般暇霞只双疫股返投段殷浸奴
奉	捧春泰棒奏秦揍擎蠢凑榛桩拳击挟摹手抛掩捺撩
奇	苛寄坷呵河何倚崎椅畸阿可骑
奈	宗祟票祭禁御夸示捺左痘三二不碳炭崇否斋杯坏仁棕灭
奄	庵俺掩淹布由希宙笛抽油袖迁
奔	寞奢莽寒塞寨瘩大希豆痘痰痪宽瘟
妻	凄栖安吏宙耍妥奸娄事乖使捷委姜要妄娶案女刊数
委	禾香番萎和秋私矮季秃秀黍利科秒租秘稍稚
妹	味昧未姑妓宋姥朱婶守好她如奸株婉嫁女奸
姑	咕沽估枯古居固苦妹妓胡湖葫做糊
姆	拇每毒母侮悔海晦梅姻诲霉敏育妨娘如嫡流
姐	沮且宜阻祖租粗组蛆诅锄
始	抬治胎冶苔台台或怠域结铭如吆名
姓	性牲星笙产生腥甥猩铲妖妒拜猜隆醒牛
姊	肃啸锈萧箫姓妆妒妨妖妙如奶叫嫌绣姚身女奸
孟	锰猛栅子盅扁盈杯益盔盗盟监册皿
孤	弧孙狐瓢瓤孔逊瓣孩瓜吼以似
季	李秀籽禾委香字番移孝秃存孕学子和利私秋好仔
宗	奈祟票祭禁御完示崇棕宣察富三二不碳综
定	是锭绽堤提宇家下室士匙寇宗完宣富宾
官	管棺馆宫古刮宙居宋苦安吊穴唐舌十姑固咕沽估枯胡
宜	且姐沮直真阻祖租粗谊值组蛆植填慎锄镇
宙	笛轴由抽油袖聘娄申
宛	多婉惋腕爹侈移碗麦夕舞铭豌
尚	掌棠当堂常党尝裳赏肖当哨膛挡档裆铛宵屑削俏峭悄捎倘消梢
屈	茁倔掘窟出拙尼届己已微忌屁祟凹
居	苦古姑固咕沽枯估葫胡湖锯圣耳做糊
届	屈尼己已忌凹屁尸呢倔掘睦
冈	钢岗逆纲溯册皿刚血栅盅茁膜
岸	炭祟岂崖三二干悍捍杆焊旱竿杆肝奸汗仁秆干赶
岳	丘乒乓卸兵全元合光仙蚯孔仁乳御
帘	空吊布帝突究窄巾穿窒窗币窃窝帅
帚	妇扫带归刁帝寻蒂而叼啼耍虐雪需慧巾侵伺浸
帖	帜巾沾幢帕玷站贴占店帆帐点幅雨
帕	帆腺巾怕拍泊柏伯迫棉锦帖舶绵白帮
幸	报择泽绎释译辛毕弄苦
店	惦占沾帖玷站廓贴点台图储京外诸
府	符咐附厨俯付侍寸傅传冠蔚等夺团恃持时博搏膊砖
底	抵低只纸婚氏昏或些
延	涎诞廷又建挺庭桑奴蜓狡怪股投没侵浸般候假健暇艇狱键
弦	炫舷玄畜蓄吆以幻乐纤烁弧幼似亡几药关
弧	孤狐瓤瓢瓜瓣以似弦系系虱孙吆幻县玄乐关悬
往	徙很徊律徒征待彻征彼循徐行从
征	怔症歪行整往律徙很徊徒径徘正彼政循徐得衍御街
彼	被披波坡玻破疲跛皱役后往很徊律循复皮
忠	患中袍心芯思志燕乖乘川忍急怎忘忌盅恕恭恩息闷惠感陶儿
忽	勿易吻惕物锡匆赐踢必剔态恳惩筷怕泌豹愧
念	今含令贪捻伐伶吟代俊铃愈筏玲冷伏俯黔
忿	岔盆分贫芬扮吩份粉氛刀初纷叨券招沼昭切赖
怔	症征歪正整政止扯址遣武肯企歧恒啃逃步
怯	法去恃盖劫磕丢玉勾勺愧心
怖	布希布恢惰稀满滞巾棉啼瞒锦席币
怪	奴又挺庭只双廷涎健蜓键没建候艇夜坚
怕	惶拍泊柏伯迫白帕愧腺泉舶棉煌锦必
性	姓牲星笙产生腥甥猩铲怕拜愧情猜隆醒牛
或	怠台国域苔名惑抬治始胎底吁叮三感冶
房	芳旁肪妨坊仿防簇游方纺淤游访漩
所	匠析近折听祈斩斯芹新斧掀斤欣断殷浙逝晰乍户房
承	夫了芙扶替失推麸予拖牧拾拴没挫规孔抚击
拉	接撞泣垃位啦扑立粒拄抖挤倍培焙暗音菩
拌	伴胖畔半拳抄捎绊倦胜圈誊腾判卷券眷
拄	注柱住扑主拉往抖蛀驻挤注扯掉摘抗掠接撞拥
拂	沸佛费事抽喇串斗搂捌揣掀患介梦
抹	沫末茉拣披枝杖枯抖技找扣扑扎手抽押拙拍拘拉拌拒拄拓
拒	炬巨矩距局凸凹招掘找扣扑扎握摄挪手渠
招	沼昭绍超券召拐扮叨解初刀分赖切忿岔
披	波坡被疲彼玻破跛皱皮扳菠板颇格簸
拓	拾石司打泵害砂研砍扣扛硝歌恰洽哈搭瞎捡割硼
拔	跋发找犬捕搪抬挨吠伏拭撼拗
抛	胁锄胜渤勉力劳筋肋加务踊男努另
抽	油袖搂由宙笛轴拂掩聘申娄
押	择钾甲匣摆曼闸卖搂捆拇泽浊独曙烛申薯
拐	扮揖叨招吩捐扣份刀召粉纷损砌捌芬沼昭扬初氛券剪分
拙	扎掘出屈茁撬倔微指摧揽批甩毛祟窟
拇	姆每毒母侮悔海晦梅押诲霉敏捆找扑摔撤育
拍	怕泊柏伯迫捣白帕托扒腺泉舶指揩惶棉煌锦
抵	低底婚只纸氏昏拭抑
抱	泡咆炮胞袍苞跑拘饱包雹刨
拘	抱钩苟狗驹够出句扣包拓泡咆找炮胞托扑袍扎掏手苞
拖	施他拾拴捻也抡舍抢捡擒弛池她地抚扶推驰夫
拗	幼抛劫似锄吆胜胁玄渤幻叽机烁砾力畜劳筋势药
拆	诉斥折拍托扒浙掀逝下扳抓括捶捣哲扑插抵提播排揪撕
抬	治始胎找撼冶挨苔台掺扩台搪或怠
放	族于邀敷方施旅旋旗激簇肪妨坊仿淤缴房芳
斧	芹析近折听匠斯所祈斩斤掀新父欣浙逝晰撕嘶
于	施旅族旋旗放方淤仿肪妨坊邀房芳簇
旺	皇枉汪王全闰狂惶煌旦弄凰蝗班斑旱量
昔	萌莫芭音草墓暮摹慕借措惜错意募葛幕蔓暗
易	吻惕锡物勿忽赐踢剔匆必昌泌
昌	晶倡唱猖日间昔旦暗旱春冒音香旨书曹暑
昆	庇屁批比能皂混棍花尼它指脂化
昂	迎抑仰节唧柳铆昨即印卿御聊脚鲫
明	冒萌暖日晕朋月昌晶盟厌旺映昨昧胡晌朗朝晴帽
昏	氏婚只底抵低纸旬
服	报肾候坚股捌胀胳腋别脚斗又争前紧竖贤
朋	受棚崩爱硼骨授鹏月肺乱滑明肚觅肥肢胖胡肝肘
杭	炕抗坑吭肮航朴返几般逢檀枫朵处蓬篷
枕	沈忱耽相柿目巾秧棉楣湘束厢箱林楼帽睬榄桃困柜
东	栋柬冻陈棵番拣炼田木潘播审
果	困棵裸裹捆颗巢田木尊困汇课
枝	肢技妓吱支歧枯杖鼓末栖求林沫抹取植茉
林	森淋材村栋琳彬木棵焚杜沐朴休李
杯	坏不示枉杆否秤本柄朽棕平宗奈杯禁
杰	焚秋梢木秒炎火揪锹杏灰愁森林杯稍档
板	格返扳叛贩洛烙胳略逢客疼版饭降峰路锋皮反
枉	旺汪栓框王全狂杯杆琳弄皇闰班斑本玫柄杜玷珊玖
松	钱公蚣栈讼贱粉械镀浅铅林梯铺木森松
析	新近折听所祈斩斯晰芹匠斧掀斤
枚	叙教敦矢矣疾牧玫故改收启敞敢散敬敌数
欣	掀斤析近折听芹匠炊所玖砍祈坎吹次斩钦斯歌浙逝晰斧
武	企赋扯址啃历止趾肯歧岁正鹉症步怔遣沥
歧	止肯岁扯址企枝肢技妓吱啃武趾鼓
氓	眠民亡忘妄盲忙芒娱茫荒絮
氛	芬份氨氮扮吩气氧粉氢分纷忿岔寡氯
泣	拉垃位立粒注沾济倍接培焙暗音菩
注	拄柱住主泣沾往蛀济注驻滴淑涉卤流凉滚漓
泳	咏漾永样浪浦治浅渡涵泛河法沸沐汰冲汛
泌	必秘池密泡汹勿瑟蜜怕愧柒泥泊沐沙沃冲吻汁
泥	沼急怎泌沐冲池汁浸滥水范
河	坷呵何阿奇苛可倚崎椅畸寄荷啊
沽	湖姑咕枯估汁古居固苦活沛胡葫
沾	占店帖玷站凉注泣贴济点淳
沼	招昭绍超召叨初刀分浩解赖切忿券岔
波	披坡被疲彼玻破跛皱菠皮板颇婆洛格簸
沫	抹沐末茉决淋汁波枝枯杖渣漆湘沽沛冲汗污汛池
法	怯去盖劫磕丢玉涛注汪汰沐冲淮汁
沸	拂佛冲费事油津渊涮喇串斗沈测
油	抽袖冲由宙笛津轴沸沈渊淹聘申娄
况	祝兄竞克兑悦脱锐沉嗅洗税克阅
沮	姐且宜阻祖租粗洞组蛆诅锄
沿	铅浴治船沼洛浩涡溶铭澡锅涕铝水品谷
治	浅抬始胎冶渡苔台渗沿台或怠
泡	抱咆炮胞袍苞跑饱包雹刨
泛	眨贬乏之芝洛泪澄漱浩添漾泼潘澳泳泊沃饮久么
泊	拍怕柏伯迫白帕腺泉沃舶源棉惶煌线锦
炕	杭抗坑吭肮航炫返几般逢缝处蓬篷烙肌朵冗
炎	痰淡炒氮火毯荧谈杰灰尖少燃灸羔鱼焚焦无然黑荣灶伙
炒	纱沙抄妙吵钞炎砂少炸淡痰省劣熄渺
炊	灯坎吹款钦久疚玖砍次亩歌灸欣欲软歉欺饮歇欧欢欠葵
爬	抓肥把吧靶笆耙芭疤邑爪巴爸履艰复
